"course_id"	"institution_code"	"course_title"	"course_dept"	"course_desc"	"course_topics"
"639"	"TAMU"	"STAT 685: Directed Studies"	"__NONE__"	"Each student must form an advisory committee and complete a special project under the direction of the chair of the advisory committee. Three semester credit hours are earned by completion of this project. Upon completion, the student is required to make an oral presentation of the work and to submit the set of slides used in the presentation."	
"640"	"UW"	"DS 1: Introduction to Statistics & Probability"	"__NONE__"	"Covers the fundamentals of probability and mathematical statistics; axioms of probability, conditional and joint probability, random variables, univariate and multivariate distributions and densities, and moments; binomial, negative binomial, geometric, Poisson, normal, exponential distributions, and central limit theorem; and basic estimation and hypothesis testing theory."	
"641"	"UW"	"DS 2: Data Visualization & Exploratory Analytics"	"__NONE__"	"Learn how to create visual narratives from data science results and how to analyze the factors contributing to effective data visualization. This course covers the design and presentation of digital information using modern visualization software; the role of vision and perception; methods of presenting complex information to enhance comprehension and analysis; and the incorporation of visualization techniques into human-computer interfaces."	
"642"	"UW"	"DS 3: Applied Statistics & Experimental Design"	"__NONE__"	"Learn to design and carry out statistical experiments. Covers data analyses using comparisons between batches, analysis of variance and linear and logistic regression. Evaluation of assumptions; data transformation; reliability of statistical measures; resampling methods; validation of assumptions; interpretation; causation versus correlation."	
"643"	"UW"	"DS 4: Data Management for Data Science"	"__NONE__"	"Databases have been at the heart of commercial applications for decades, but today both commercial and scientific efforts depend on the management and manipulation of massive datasets, requiring the adaptation of database technology to new contexts. Learn the core concepts powering databases, and explore how these concepts are being used more broadly outside of traditional systems. Learn how to extract information using SQL and how to inspect query plans and use indexes to improve performance at both large and small scales. Learn how to work with unstructured and semi-structured data and how to apply emerging techniques in data cleaning, knowledge extraction and integration."	
"644"	"UW"	"DS 5: Statistical Machine Learning for Data Scientists"	"__NONE__"	"Introduces the theory and application of statistical machine learning. Topics include supervised versus unsupervised learning; cross-validation; the bias-variance trade-off; classification; k-means and hierarchical clustering; regularization and shrinkage approaches; non-linear approaches; local regression, spline models and generalized additive models; tree-based methods; and support vector machines."	
"645"	"UW"	"DS 6: Software Design for Data Science"	"__NONE__"	"Software is the currency of data science. Learn how to design and engineer effective sharable and reusable research projects that incorporate advanced computation and advanced data analysis, including best practices for version control, testing and automatic build management in addition to principles of style and structure."	
"646"	"UW"	"DS 7: Scalable Data Systems & Algorithms"	"__NONE__"	"Learn the specialized systems and algorithms that have been developed to work with data at scale, including MapReduce and its contemporaries; core techniques in distributed systems; characteristics of HPC and cloud platforms; and important scalable algorithms for graphs, streams and text."	
"647"	"UW"	"DS 8: Human-Centered Data Science"	"__NONE__"	"Introduction to the human aspects of data science: data ethics and data privacy, legal frameworks and intellectual property, provenance and reproducibility, data curation and preservation, user experience design and usability testing, data communication and societal impacts of data science."	
"648"	"UW"	"DS 9: Data Science Capstone"	"__NONE__"	"This quarter-long capstone focuses on addressing a real-world problem sourced from local partners in science, government and industry. Students will identify a data science problem in a real-world setting and develop the means to address it. Capstone projects can be research-oriented or design-oriented. Solutions are typically interactive, meaning the end product is something that can be implemented and used."	
"650"	"Michigan"	"EECS 545: Machine Learning"	"__NONE__"	"Foundations of machine learning, mathematical derivation and implementation of the algorithms, and their applications"	
"651"	"Michigan"	"EECS 453: Applied Data Analysis"	"__NONE__"	"Applied matrix algorithms for signal processing, data analysis and machine learning"	
"652"	"Michigan"	"Math 571: Numerical Linear Algebra"	"__NONE__"	"Numerical methods for solving linear algebra problems (linear systems and eigenvalue problems), matrix decompositions, and convex optimization"	
"653"	"Michigan"	"Stats 503: Applied Multivariate Analysis"	"__NONE__"	"The course covers methods for modern multivariate data analysis and statistical learning, including theoretical foundations and practical applications.   Topics include principal component analysis and other dimension reduction techniques, classification (discriminant analysis, decision trees, nearest neighbor classifiers, logistic regression, support vector machines, ensemble methods), clustering (agglomerative and partitioning methods, model-based methods), and categorical data analysis. There is a significant data analysis component."	
"654"	"Michigan"	"HS 853: Scientific Methods for Health Sciences--Special Topics"	"__NONE__"	"Modern analytical methods for advanced healthcare research. Specific focus on innovative modeling, computational, analytic and visualization techniques to address concrete driving biomedical and healthcare applications. The course covers the 5 dimensions of Big-Data (volume, complexity, time/scale, source and management)."	
"655"	"Michigan"	"BIOINF 585: Machine Learning for Systems Biology & Clinical Informatics"	"__NONE__"	"This course focuses on machine learning methods and their applications in biomedical sciences. Topics include--1) data management solutions for Big Data applications. 2) feature extraction and reduction methods. 3) clustering and classification methods. 4) testing and validation of models. 5) applications in systems biology and clinical informatics."	
"656"	"Michigan"	"EECS 549: Information Retrieval"	"__NONE__"	"Advanced course for graduate students of information, health informatics, and CS"	
"657"	"Michigan"	"TO 640: Big Data Management--Tools and Techniques"	"__NONE__"	"This course teaches the basic tools in acquisition, management, and visualization of large data sets. Students will learn how to--store, manage, and query databases via SQL; quickly construct insightful visualizations of multi-attribute data using Tableau; use the Python programming language to manage data as well as connect to APIs to efficiently acquire public data. After taking this course, students will be able to efficiently construct large data sets that source underlying data from multiple sources, and form initial hypotheses based on visualization."	
"658"	"Michigan"	"LHS 610: Learning from Health Data--Applied Data Science in Health"	"__NONE__"	"Rigid vs. flexible models Decision trees K-nearest neighbors Perceptron Support vector machines Introduction to caret--training and predicting AA/DM"	
"659"	"Michigan"	"Biostat 521: Applied Biostatistics I"	"__NONE__"	"Fundamental statistical concepts related to the practice of public health--descriptive statistics; probability; sampling; statistical distributions; estimation; hypothesis testing; chi-square tests; simple and multiple linear regression; one-way ANOVA. . Taught at a more advanced mathematical level than Biostat 503. Use of the computer in statistical analysis."	
"660"	"Michigan"	"Biostat 522: Applied Biostatistics II"	"__NONE__"	"A second course in applied biostatistical methods and data analysis. Concepts of data analysis and experimental design for health-related studies. Emphasis on categorical data analysis, multiple regression, analysis of variance and covariance."	
"661"	"Michigan"	"Biostat 650: Applied Statistics I"	"__NONE__"	"Linear Regression"	
"662"	"Michigan"	"HS 851: Scientific Methods for Health Sciences"	"__NONE__"	"Applied Inference"	
"663"	"Michigan"	"BIOINF 527: Introduction to Bioinformatics and Computational Biology"	"__NONE__"	"Intensive MS/PhD course for Bioinformatics students on Big Data projects"	
"664"	"Michigan"	"BIOINF 699: Biomedical Signal and Image Processing"	"__NONE__"	"Masters/Ph.D. level course for students in Computational Medicine and Bioinformatics, and Engineering"	
"665"	"Michigan"	"BIOINF 699: Machine Learning for Systems Biology and Clinical Informatics"	"__NONE__"	"Masters/Ph.D. level course for students in Computational Medicine and Bioinformatics, and Engineering"	
"666"	"Michigan"	"EECS 484: Database Management Systems"	"__NONE__"	"Undergraduate level course for Computer Science and Engineering students"	
"667"	"Michigan"	"EECS  551: Matrix Methods for Signal Processing, Data Analysis & Machine Learning"	"__NONE__"	"Theory and application of matrix methods to signal processing, data analysis and machine learning. Theoretical topics include subspaces, eigenvalue and singular value decomposition, projection theorem, constrained, regularized and unconstrained least squares techniques and iterative algorithms. Applications such as image deblurring, ranking of webpages, image segmentation and compression, social networks, circuit analysis, recommender systems and handwritten digit recognition. Note--EECS 453 and EECS 551 share same lectures but have different recitations."	
"668"	"Michigan"	"EECS 498: Advanced Signal Processing & Applications"	"__NONE__"	"__none__"	
"669"	"Michigan"	"EECS 584: Advanced Database Management Systems"	"__NONE__"	"Masters/Ph.D. level course for students in Computer Science, Electrical Engineering, and Information School"	
"670"	"Michigan"	"EECS 684: Current Topics in Databases"	"__NONE__"	"Masters/Ph.D. level course for students in Computer Science and Electrical Engineering"	
"671"	"Michigan"	"545: Introduction to Machine Learning"	"__NONE__"	"Programming-focused introduction to Machine Learning"	
"672"	"Michigan"	"EECS 598: Unsupervised Feature Learning"	"__NONE__"	"Principles and progress in unsupervised feature learning algorithms for machine learning applications. Topics include clustering, sparse coding, autoencoders, restricted Boltzmann machines, and deep belief networks"	
"673"	"Michigan"	"EECS 598-007: Practical Machine Learning"	"__NONE__"	"Basics of practical machine learning and data mining while focusing on real-world applications. ML in the fields of sports analytics, data-driven medicine, finance, and personalized education"	
"674"	"Michigan"	"EECS 598-006: Probabilistic Analysis of Large Scale Systems"	"__NONE__"	"Emerging topics in epidemics and diffusions, queueing systems, analysis of randomized algorithms, Bayesian information cascades, network analysis and random graphs."	
"675"	"Michigan"	"EECS 598-005: Theoretical Machine Learning"	"__NONE__"	"Understanding the mathematical underpinnings of machine learning."	
"676"	"Michigan"	"MATH 562: Continuous Optimization Methods"	"__NONE__"	"Introduction to concepts and methods of constrained and unconstrained continuous nonlinear optimization.  The course revolves around three issues in optimization-- building optimization models of problems,  characterization of their solutions, and algorithms for finding these solutions.  As the semester progresses, I will compile a list of topics of each lecture on the web site.  The outline of the topics cover--Introduction to optimization, optimality conditions for unconstrained problems, algorithms  for  unconstrained  problems  (steepest  descent,  Newton’s,  etc.)   and  analysis  of their convergence, optimality conditions and constraint qualifications for constrained problems, convexity and its role in optimization, algorithms for constrained problems (SQP, barrier and penalty methods, etc.), conic optimization problems, their applications, and methods for their solution."	
"677"	"Michigan"	"LHS 712: Natural Language Processing for Health"	"__NONE__"	"Students in this course will learn advanced techniques to parse and collate information from text-rich health documents such as electronic health records, clinical notes, and peer-reviewed medical literature. In this elective, students will be able to delve deeper into challenges in recognizing medical entities in text documents, extracting clinical information, addressing ambiguity and polysemy, and building searchable interfaces to efficiently and effectively query and retrieve relevant patient data. Students will develop tools and techniques to analyze new genres of health information, and build resources to help in these tasks. Students will also participate in a semester-long project on addressing specific natural language processing challenges in real-life health data sets."	
"678"	"Michigan"	"Physics 514: Computational Physics"	"__NONE__"	"Computational Physics graduate seminar, including an Introduction to Python mini-course at the start of the semester"	
"679"	"Michigan"	"Psych 613: Advanced Statistical Methods I"	"__NONE__"	"1st Doctorate level course for Psychology, with students from Public Health, Education, Business, Communication Studies, Kinesiology, Neuroscience “general linear model” with particular emphasis on exploratory data analysis, contrast analysis, residual analysis, and Euclidean distance. The topics covered over the two semesters include analysis of variance, regression, categorical data analysis, principal components analysis, multidimensional scaling, cluster analysis, multivariate ANOVA, canonical correlation, and structural equations modelling"	
"680"	"Michigan"	"Psych 614: Advanced Statistical Methods II"	"__NONE__"	"2nd Doctoral level course, same enrollment as Psych 613 1st Doctorate level course for Psychology, with students from Public Health, Education, Business, Communication Studies, Kinesiology, Neuroscience “general linear model” with particular emphasis on exploratory data analysis, contrast analysis, residual analysis, and Euclidean distance. The topics covered over the two semesters include analysis of variance, regression, categorical data analysis, principal components analysis, multidimensional scaling, cluster analysis, multivariate ANOVA, canonical correlation, and structural equations modelling"	
"681"	"Michigan"	"SI 608: Networks – Theory and Application"	"__NONE__"	"Advanced course for master students of information and health informatics"	
"682"	"Michigan"	"SI721: Data Mining – Methods and Applications"	"__NONE__"	"Advanced masters level course /doctoral course for students in information sciences"	
"683"	"Michigan"	"SI 649: Information visualization"	"__NONE__"	"Image models, multidimensional and multivariate data, design principles for visualization, hierarchical, network, textual and collaborative visualization, and visualization pipeline, data processing for visualization, visual representations, visualization system interaction design, and impact of perception"	
"684"	"Michigan"	"Complex Systems 535: Network theory"	"__NONE__"	"Social networks, the world wide web, information and biological networks; methods and computer algorithms for the analysis and interpretation of network data; graph theory; models of networks including random graphs and preferential attachment models; spectral methods and random matrix theory; maximum likelihood methods; percolation theory; network search"	
"685"	"Michigan"	"SI 601: Data manipulation"	"__NONE__"	"Data harvesting, processing, aggregation, design and evaluation of analytic solutions, multisource data, automated gathering of data, parsing, summarization, and exploratory data analytics (use of Python modules)"	
"686"	"Michigan"	"SI 618: Exploratory data analysis"	"__NONE__"	"Converting messy data (using R), connecting to cloud databases, computation and visualization, summary statistics, ‘grammar of graphics’, graphical aesthetics, data stratification, factor analysis of categorical data"	
"687"	"Michigan"	"Coursera: Social network analysis"	"__NONE__"	"Social network analysis, theoretical models and computational tools, interpretation of social and information networks."	
"688"	"Michigan"	"Math 651: Topics in Applied Mathematics"	"__NONE__"	"Sparse analysis, compressive sensing and data modeling"	
"689"	"Michigan"	"Math 471: Introduction to Numerical Methods"	"__NONE__"	"Numerical methods for solving practical scientific problems involving accuracy, stability, efficiency and convergence"	
"690"	"Michigan"	"Stats 415: Data Mining and Statistical Learning"	"__NONE__"	"This course covers the principles of data mining, exploratory analysis and visualization of complex data sets, and predictive modeling. The presentation balances statistical concepts (such as over-fitting data, and interpreting results) and computational issues. Students are exposed to algorithms, computations, and hands-on data analysis in the weekly discussion sessions."	
"691"	"Michigan"	"Stats 605: Advanced Topics in Modeling and Data Analysis"	"__NONE__"	"Topics include--(1) classification and machine learning, including support vector machines, recursive partitioning, and ensemble methods; (2) methods for analyzing sets of curves, surfaces and images, including functional data analysis, wavelets, independent component analysis, and random field models; (3) modern regression, including splines and generalized additive models, (4) methods for analyzing structured dependent data, including mixed effects models, hierarchical models, graphical models, and Bayesian networks; and (5) clustering, detection, and dimension reduction methods, including manifold learning, spectral clustering, and bump hunting"	
"692"	"Michigan"	"Biostats 646: High Throughput Molecular Genetic and Epigenetic Data Analysis"	"__NONE__"	"Data analysis in experimental molecular biology, gene expression, genome sequence and epigenomics data"	
"693"	"Michigan"	"Biostats 696: Spatial Statistics"	"__NONE__"	"Theory and methods of spatial and spatio-temporal statistics, modeling and inference on spatial processes within a geostatistical and a hierarchical Bayesian framework"	
"694"	"Michigan"	"Biostats 615: Statistical Computing"	"__NONE__"	"Practical understanding of computational aspects in implementing statistical methods."	
"695"	"Michigan"	"TO 618: Applied Business Analytics and Decisions"	"__NONE__"	"Applied Business Analytics and Decisions — Objective--Strategic and tactical decisions problems that firms face became too complex to solve by naive intuition and heuristics. Increasingly, making business decisions requires “intelligent” and “data oriented” decisions, aided by decision support tools and analytics. The ability to make such decisions and use available tools is critical for both managers and firms. In recent years, the toolbox of business analytics has grown. These tools provide the ability to make decisions supported by data and models. This course prepares students to model and manage business decisions with data analytics and decision models."	
"696"	"Michigan"	"TO 628: Advanced Big Data Analytics"	"__NONE__"	"With the ongoing explosion in availability of large and complex business datasets (“Big Data”), Machine Learning (“ML”) algorithms are increasingly being used to automate the analytics process and better manage the volume, velocity and variety of Big Data. This course teaches how to apply the growing body of ML algorithms to various Big Data sources in a business context."	
"698"	"U St Thomas"	"Foundations of Data Analysis"	NULL	"This course provides a broad introduction to the subject of data analysis by introducing common techniques that are essential for analyzing and deriving meaningful information from datasets. In particular, the course will focus on relevant methods for performing data collection, representation, transformation, and data-driven decision making. Students will also develop proficiency in the widely used R language which will be used throughout the course to reinforce the topics covered."	NULL
"699"	"U St Thomas"	"Data Analytics and Visualization"	NULL	"The course provides an introduction to concepts and techniques used in field of data analytics and visualization. Data analytics is defined to be the science of examining raw data with the purpose of discovering knowledge by analyzing current and historical facts. Insights discovered from the data are then communicated using data visualization. Topics covered in the course include predictive analytics, pattern discovery, and best practices for creating effective data visualizations. Through practical application of the above topics, students will also develop proficiency in using analytics tools."	NULL
"700"	"U St Thomas"	"Data Mining and Predictive Analytics"	NULL	"To overcome data overloading problem, this course will discuss how to apply big data analytics to extract useful patterns from huge datasets and generate visual summary of data. This course will also demonstrate mining and analyzing big data on Amazon Cloud. Key topics of this course include: (1) mining association rule and market basket analysis, (2) classification and predictive analysis, (3) clustering and market segmentation, and (4) combining numeric analysis with text sentiment analysis. Real-world data will be used to illustrate the data mining concepts and their possible pitfalls. Sample case studies include: (1) predicting company’s credit ranking, (2) classifying cancer types from gene data, (3) analyzing sentiment from customer text reviews and numeric rankings, (4) finding associations among medical keywords from medical journal papers.  "	NULL
"701"	"U St Thomas"	"Big Data Architecture"	NULL	"This course covers emerging big data architectures, predominately Hadoop and related technologies that deal with large amounts of unstructured and semi-structured data.   Topics include operating system, architecture, security, big data structure and storage.  The primary applications discussed in this class focus on information retrieval, specifically text processing techniques and algorithms, such as parsing, stemming, compression, and string searching. Information retrieval is also a great case study for broader issues in building systems that scale and perform, so we discuss associated issues in data structures, algorithms, computational complexity, and measurement."	NULL
"702"	"U St Thomas"	"Big Data Management"	NULL	"This course covers the technical concepts of managing vast amount of unstructured, semi-structured and structured data, collectively called “Big Data”. Due to the sheer volume of Big Data, traditional approaches to managing databases does not work well for Big data and does not perform as expected. A distributed architecture for both the file system and the operating system is needed. Some of the techniques used in managing Big Data have the origins in the research and the developments that have been going on for decades in the area of parallel processing and distributed database management systems.  This course focuses on why big data sets must be distributed and the issues that distribution introduces. The basic concepts on which distributed data sets are handled are discussed first. Once a foundation is defined, software tools that we use to work with big data sets are studied to provide an in-depth analysis of the concepts introduced.  Specifically, we will study the issues of distributed data design, data fragmentation, data replication, and distributed fault tolerance/recovery. We will also study the use of Hadoop, Pig, Hive, HBase, MongoDB, and Neo4j in dealing with big data sets for real life examples. We will use open source software for these tools in class."	NULL
"703"	"U St Thomas"	"Machine Learning"	NULL	"Machine Learning deals with the question of building better computational systems that learn from and adapt to the data presented to them. Over the years, machine learning techniques have been successfully applied in diverse domains such as engineering, medicine, finance, and commerce. The course will present an in-depth coverage of the theoretical underpinnings while providing a hands-on experience in implementing the machine learning techniques. Some of the topics include regression based prediction, classification approaches, dimensionality reduction, and anomaly detection. Additionally, the students will also learn to evaluate and avoid common pitfalls in applying machine learning to a given problem."	NULL
"704"	"U St Thomas"	"Software Engineering"	NULL	"his is a survey course covering software engineering concepts, techniques, and methodologies. Topics covered include software engineering; software process and its difficulties; software life-cycle models; software metrics; project planning including cost estimation; design methodologies including structured design, and object-oriented design; software testing; and software maintenance. A brief review of data structures is included."	NULL
"705"	"U St Thomas"	"Database Management Systems and Design"	NULL	"This course focuses on database management system concepts, database design, and implementation. Conceptual data modeling using Entity Relationship (ER) is used to capture the requirements of a database design. Relational model concepts are introduced and mapping from ER to relational model is discussed. Logical database design (Normalization) and indexing strategies are also discussed to aide in system performance. Relational Algebra and Structured Query Language (SQL) are used to work with a database. From a system perspective, the course focuses on query optimization and execution strategies, concurrency control, locking, deadlocks, and database back up and recovery concepts. Database security and authorization are also discussed. Students will use Oracle and/or SQL Server to design a database and complete an application using SQL as their project."	NULL
"706"	"U St Thomas"	"Foundations of Data Analysis"	NULL	"The course provides an introduction to concepts and techniques used in field of data analytics and visualization. Data analytics is defined to be the science of examining raw data with the purpose of discovering knowledge by analyzing current and historical facts. Insights discovered from the data are then communicated using data visualization. Topics covered in the course include predictive analytics, pattern discovery, and best practices for creating effective data visualizations. Through practical application of the above topics, students will also develop proficiency in using analytics tools."	NULL
"707"	"U St Thomas"	"Data Analytics and Visualization"	NULL	"The course provides an introduction to concepts and techniques used in field of data analytics and visualization. Data analytics is defined to be the science of examining raw data with the purpose of discovering knowledge by analyzing current and historical facts. Insights discovered from the data are then communicated using data visualization. Topics covered in the course include predictive analytics, pattern discovery, and best practices for creating effective data visualizations. Through practical application of the above topics, students will also develop proficiency in using analytics tools."	NULL
"708"	"U St Thomas"	"Data Warehousing and Business Intelligence"	NULL	"In order to build and maintain a successful data warehouse, it is important to understand all of its components and how they fit together. This course will cover data warehouse and data mart lifecycle phases while focusing on infrastructure, design, and management issues. The course project will provide an opportunity to for hands-on experience with some of the available tools and technologies. Topics include: differences between data warehouses and traditional database systems (OLTP), multidimensional analysis and design, building data warehouses using ""cube"" vs. RDBMS (Star schema, etc.), planning for data warehouses, extraction transformation and loading (ETL), online analytical processing (OLAP), data mining, quality and cleansing, common pitfalls to avoid when designing, implementing and maintaining data warehouse environments, and the impact of new technologies (data webhouse, clickstream, XML)."	NULL
"709"	"U St Thomas"	"Data Mining and Predictive Analytics"	NULL	"To overcome data overloading problem, this course will discuss how to apply big data analytics to extract useful patterns from huge datasets and generate visual summary of data. This course will also demonstrate mining and analyzing big data on Amazon Cloud. Key topics of this course include: (1) mining association rule and market basket analysis, (2) classification and predictive analysis, (3) clustering and market segmentation, and (4) combining numeric analysis with text sentiment analysis. Real-world data will be used to illustrate the data mining concepts and their possible pitfalls. Sample case studies include: (1) predicting company’s credit ranking, (2) classifying cancer types from gene data, (3) analyzing sentiment from customer text reviews and numeric rankings, (4) finding associations among medical keywords from medical journal papers.  "	NULL
"710"	"U St Thomas"	"Big Data Architecture"	NULL	"This course covers emerging big data architectures, predominately Hadoop and related technologies that deal with large amounts of unstructured and semi-structured data.   Topics include operating system, architecture, security, big data structure and storage.  The primary applications discussed in this class focus on information retrieval, specifically text processing techniques and algorithms, such as parsing, stemming, compression, and string searching. Information retrieval is also a great case study for broader issues in building systems that scale and perform, so we discuss associated issues in data structures, algorithms, computational complexity, and measurement."	NULL
"711"	"U St Thomas"	"Big Data Management"	NULL	"This course covers the technical concepts of managing vast amount of unstructured, semi-structured and structured data, collectively called “Big Data”. Due to the sheer volume of Big Data, traditional approaches to managing databases does not work well for Big data and does not perform as expected. A distributed architecture for both the file system and the operating system is needed. Some of the techniques used in managing Big Data have the origins in the research and the developments that have been going on for decades in the area of parallel processing and distributed database management systems.  This course focuses on why big data sets must be distributed and the issues that distribution introduces. The basic concepts on which distributed data sets are handled are discussed first. Once a foundation is defined, software tools that we use to work with big data sets are studied to provide an in-depth analysis of the concepts introduced.  Specifically, we will study the issues of distributed data design, data fragmentation, data replication, and distributed fault tolerance/recovery. We will also study the use of Hadoop, Pig, Hive, HBase, MongoDB, and Neo4j in dealing with big data sets for real life examples. We will use open source software for these tools in class."	NULL
"712"	"U St Thomas"	"Machine Learning"	NULL	"Machine Learning deals with the question of building better computational systems that learn from and adapt to the data presented to them. Over the years, machine learning techniques have been successfully applied in diverse domains such as engineering, medicine, finance, and commerce. The course will present an in-depth coverage of the theoretical underpinnings while providing a hands-on experience in implementing the machine learning techniques. Some of the topics include regression based prediction, classification approaches, dimensionality reduction, and anomaly detection. Additionally, the students will also learn to evaluate and avoid common pitfalls in applying machine learning to a given problem."	NULL
"713"	"U St Thomas"	"Healthcare Analytics "	NULL	"We can keep improving the quality and safety of health care if the rapid growth of medical knowledge and medical data can be efficiently analyzed and effectively shared.   This course will discuss processes in healthcare analytics, including data acquisition, storage, retrieval, management, and analysis of healthcare data in heterogeneous formats (i.e. numeric health records, medical text, and medical images).    Major topics include: (1) analyzing patient records and identifying frequent medical sequences for treatment and prevention, (2) evaluating medical text and generating aggregated summary based on hierarchical medical concepts, (3) retrieving information from different types of medical images, (4) building clinic decision support systems to detect possible medical mistakes, and (5) comparing brain connectivity graphs from patients with different neurological conditions. Amazon Cloud will be used to analyze multi-million records of numeric and text data."	NULL
"714"	"U St Thomas"	"Software Quality Assurance and Quality Control"	NULL	"This course builds on the project management process through the application of Software Quality Engineering concepts (Quality Assurance, Control and Testing). Students will work through a semester project in which they will think like a Software Quality Engineer. Practical tools and techniques will be applied toward the management and improvement of the quality of a software product and the development process. (If credit is received for this course, students cannot receive credit for SEIS 621.)"	NULL
"715"	"U St Thomas"	"Requirements Analysis"	NULL	"The objective of this course is to introduce the business analyst roles and responsibilities and knowledge areas such as enterprise analysis, requirements planning and measurement, requirements elicitation, requirements communication, requirements analysis and documentation, solution assessment and validation, business analysis fundamentals including tools and techniques."	NULL
"716"	"UCSD"	"Python for Data Analysis"	NULL	"The goal of this course is to bring students with diverse background and experience to a common level of competency in programming in the context of complex and noisy data. Solid competency in Python programming provides its owner with autonomy and independence in their work. Introduction to object oriented programming using python. Regular expressions. Numpy and Numerical Processing. Ipython and Plotting. Data analysis using PANDAS. Webpage scraping using Scrapy. The Twitter API. NLTK."	NULL
"717"	"UCSD"	"Data Management Systems "	NULL	"This course will provide an introduction to the management of structured data beginning with an introduction to database models including relational, hierarchical, and network approaches. It will also cover topics in database system implementation including query languages and system architectures; parallel, column-oriented, and array-based database systems; advanced SQL features including user-defined functions (UDFs), triggers, statistical functions; and support for spatial data."	NULL
"718"	"UCSD"	"Probability and Statistics Using Python "	NULL	"The goal of this course is to give the student a foundation in probability and statistics. Probability and statistics, using Python. Distribution over the real line; independence, expectation, variance, correlation. Central limit theorem. Chernoff/hoeffding bound. Statistical tests. The Bonferroni correction. "	NULL
"719"	"UCSD"	"Machine Learning"	NULL	"This course provides a broad introduction to the practical side of machine-learning and data analysis. The topics covered in this class include topics in supervised learning, such as k-nearest neighbor classifiers, decision trees, boosting and perceptrons, and topics in unsupervised learning, such as k-means, PCA and Gaussian mixture models."	NULL
"720"	"UCSD"	"Data Analysis Using Hadoop and Spark"	NULL	"Map-reduce, streaming analysis, and external memory algorithms and their implementation using the Hadoop and its eco-system: HBase, Hive, Pig and Spark. The class will include assignment of analyzing large existing databases"	NULL
"721"	"UCSD"	"Data Integration & ETL"	NULL	"The course is designed to provide students with the fundamentals of data integration and includes: schema mapping and matching, entity disambiguation, ontology development and management, data provenance, and crowd sourcing and machine learning as strategies for integration. The course will also require hands-on projects in which students will work on a data integration problem requiring integration of two or more datasets taken from an application domain of their choice (e.g. geospatial data, healthcare, financial applications, bioinformatics, etc)."	NULL
"722"	"UCSD"	"Data Science Design Capstone Project"	NULL	"A team design project in the final two quarters of the program culminates in a final report and an oral presentation of the capstone project. In addition, there might be a demonstration of the working prototype. The project will start by identifying a domain of interest and the available data sources that will be used to study the domain. From this starting point there will be two parallel and interdependent lines of work: data extraction, Transformation and Loading (ETL), and statistical analysis and model building. The ultimate goal will be to present a processing pipeline which transforms the raw data into more usable forms and models which separates between the predictable and the unpredictable aspects of the underlying system."	NULL
"723"	"UCSD"	"Data Analysis Using R"	NULL	"R, an open source software project with an extensive library of freely available packages and the capability to apply most modern statistical methods, has emerged as a leading statistical computing environment. This course will focus on providing fundamental compute skills necessary for effective data analysis and machine learning tasks by applying modern statistical methods implemented in R. The course covers practical issues in statistical computing including data preparation, manipulation, analysis and the generation of analytical, predictive and graphical results. Topics in statistical data analysis, machine learning and graphics applications will be provided along with practical working examples. Machine learning topics are introduced as needed when addressing real world data mining case studies."	NULL
"724"	"UCSD"	"Performance Measurement"	NULL	"This course will introduce practical and pragmatic considerations related to the performance of big data solution approaches, cover the fundamentals of computer performance measurement, especially as applied to database and big data systems, and provide an understanding of the primary determinants of performance in big data systems. The course will cover: tools and techniques for performance monitoring and performance tuning; the role of benchmarking and how to interpret benchmark results in context; how to read query plans and perform optimizations and database tuning; behavior of schedulers and governors, including systems like YARN, Mesos, Fair Scheduler, FIFO, HPC schedulers; performance characteristics of data analytics operations; practical limits to performance scaling; and recent results in big data performance and ongoing work in performance optimizations."	NULL
"725"	"UCSD"	"Data Visualization "	NULL	"The goal for the course is to use visualization as a tool to explore trends, relationships, confirm hypothesis, communicate findings and gain insight about data. This course will focus on teaching students the principles and techniques for creating visual representation from raw data. The course exercises will be based on publicly available datasets and utilize freely available tools like D3.JS and VisIt. The course will be modeled similar to Stanford’s visualization CS448 course and will include an introduction to visualization, vis foundation review, color, interaction, dashboards and Heat Maps, introduction to D3.Js. high dimensional data, network data, geographic data, text data, scientific visualization: isosurface, volume rendering, and introduction to VisIt."	NULL
"726"	"UCSD"	"Beyond Relational Data Models "	NULL	"The course covers data models, query languages and models of computation beyond those employed in relational databases. It addresses new developments that have gained attention with the advent of the Web 2.0 and Big Data revolutions. The topics are presented in a unifying framework and include: key-value pairs as data model, as used in Google's Big Table; Object- Oriented Data Model, with its practical support in relational databases via the Object-Relational Mapping (involves ODMG standards ODL and OQL, and recent systems such as Ruby on Rails); semi-structured databases (data organized as graph with labels on nodes and edges), query languages based on reachability constraints between nodes: conjunctive regular path queries); XML databases, as special case of semi-structured databases in which the graph is a tree (this involves associated standards such as XML Schema, XPath and XQuery); RDF databases (with associated OWL and SPARQL standard)"	NULL
